sigma2
0.004205539967237213
0.015292731684782436
0.014774779663028521
0.014818341834999861
0.01472853510962992
0.014801219569560714
0.014772853476700192
0.014760243320387828
0.014766842486629054
0.01483264432525279
0.01473098625520456
0.014846952332812654
0.014857881105450757
0.01473571879336994
0.014848340526122047
0.014824864421625606
0.014786904297368389
0.014862435106131664
0.014962154709796288
0.014851854395516183
0.01478675463477208
0.014779165014543327
0.014884425421647378
0.014722200832313556
0.014862206789345448
0.014851808413956981
0.014882647373195258
0.014843018594954129
0.014837032774299751
0.014796759811017444
0.014794888438161784
0.014854065932824663
0.014744877223417106
0.014825304406924469
0.01485434057572878
0.014810160651474879
0.014896484817079165
0.01483722770407055
0.014926939182336948
0.014850109555919132
0.01487967538242968
0.014765831679966524
0.014768387451840698
0.014755571082511493
0.01478339329453052
0.014796406796087642
0.014801933148460332
0.014758655570991116
0.014891298773580336
0.01476430000591142
0.014780531590880497
0.01488244488478958
0.014914559913927615
0.014953652767966619
0.014793998830680898
0.014968651588679162
0.014823689795189965
0.014794998849964847
0.014799267546783955
0.01476239146891275
0.01476673270754988
0.014832521633331989
0.01482914615358245
0.014875564612871877
0.014873209639647018
0.014854094982927219
0.014823749176370242
0.014731036984452
0.014974206559222394
0.014775497258701843
0.014758536626096476
0.014763457949518118
0.014905172305700761
0.01472259430708798
0.014914942188257875
0.014748091282871321
0.014790087172924184
0.014829076487254603
0.014871980569336802
0.014888535988912325
0.014722149043517428
0.014909601863847089
0.014791223886596289
0.014820475126149524
0.014877320061582051
0.01471699648579426
0.014810960566758936
0.01479910538264682
0.014836676117528107
0.014783737380611128
0.0148741726223401
0.014843634999845938
0.01482722084111906
0.014826033580104888
0.014869990938644582
0.014920877923891924
0.014839777590697559
0.014749596002089006
0.014828883069715032
0.014839428052188856
0.014699369315760956
0.014760765183039542
0.014811782925358122
0.014751303008115472
0.01491191741123512
0.014864086873326542
0.014801743511282162
0.014833192508403922
0.014823007387417462
0.014792918368132566
0.014812816639873992
0.014825099322468869
0.014901424085914577
0.014867968666468192
0.014774447439681399
0.014802160003346495
0.014759245579148716
0.014900082690070201
0.014784761226455183
0.014860973851804859
0.01473292659727221
0.01482663256363084
0.014843540795738507
0.014864607274850783
0.014827679232977715
0.014773838632875774
0.01490635799775903
0.014824549599270582
0.014950793418866097
0.014740198589358473
0.01491015144408545
0.014829782841146376
0.01482405034463213
0.014760859542436363
0.014791526474384425
0.014915026744020933
0.014781891876733268
0.014874223617746589
0.014692623002255819
0.014697646708119988
0.014965174291606615
0.014772510202238959
0.01472719849199819
0.01489272745591371
0.014913480044487941
0.014826529687410862
0.014951984525645803
0.014868099772825537
0.014750837232144277
0.0148205197717887
0.01487568218930153
0.014720814149440112
0.014903974770616875
0.014785069280804149
0.01476339455468314
0.014903061911052501
0.014884819529084794
0.014850501287053213
0.014921771405202634
0.014804944336055472
0.014770355852019768
0.014843167579543773
0.014813181987618993
0.014898394632956499
0.014809006647139147
0.014704097584626851
0.014856737343773366
0.014787123215520318
0.014817890829094415
0.014821743519315072
0.014786607513851139
0.014912053570354522
0.014754040690904495
0.014874482232647193
0.014876566625480927
0.014771523734858082
0.01491479306099645
0.014784485758488956
0.014823923791882576
0.014980211452508156
0.01477771211011346
0.014869987142925603
0.01488887985186795
0.014872312975988866
0.014814434982149615
0.014823895726026938
0.014896096091671331
0.01478661346258805
0.014791939156988758
0.0147575045758318
0.014800355542409759
0.014791517969090229
0.014746470461873707
0.014784079460914071
0.014786122076001036
0.014866881955147111
0.014779873359972487
0.014734921860786364
0.014852226112705145
0.014839102552861047
0.014724048507926347
0.014738421318477945
0.014877228499592013
0.014776445267327805
0.014718670513089121
0.01484671512032949
0.014861684263832279
0.01477533585334228
0.014824205439813174
0.014842032206772382
0.014829630267524901
0.014842183070586684
0.014888730598932934
0.014829301470482188
0.014817552777792911
0.014823679200907984
0.014852820177854362
0.014844661955499818
0.014854647660500623
0.014806481817572454
0.014801590721174391
0.014796881039419523
0.014855178161490202
0.014842690470348075
0.014837521111396775
0.014692996545325266
0.01490470201975643
0.01478283054018913
0.014846547323431346
0.014845353480516684
0.014789703024096964
0.014839967267256499
0.014786125059697381
0.014944843263646283
0.014769498699345074
0.014853451489677186
0.014732442741534428
0.014788785413950895
0.014870280488765163
0.014794896394954616
0.014840163352171209
0.014923004686438632
0.014771441398079975
0.014758853883839348
0.014847117912772831
0.014841770204100617
0.014744215719017573
0.014768492561398961
0.014788365061313155
0.01484883098265936
0.014849554854735684
0.014932251566714341
0.014819525607390562
0.014741844592291737
0.014808953210815545
0.014846305309022808
0.014870560220019405
0.0147400014606798
0.014743879124883173
0.014826507934885288
0.014751467512320508
0.014838755809679152
0.0149094307492889
0.014783720054469183
0.01483750490243302
0.014829582485773088
0.014764398951361876
0.014838954504483462
0.014783952751042875
0.014854928684026063
0.014647010461177041
0.014803354250231092
0.014813879049895997
0.014802385486047611
0.014917214352524815
0.014861697995186836
0.0147212337349785
0.014864443379594678
0.014852835650172357
0.014915084476716018
0.014816981452555226
0.014800055357008594
0.014729897804366697
0.014751233439661351
0.014787216127937144
0.014884714859658317
0.014765984065537998
0.014810378822878617
0.0147584416346739
0.01481128273034548
0.014881163150839054
0.014871739223046824
0.01484088046307175
0.014864340243515019
0.014729644553477595
0.014740656192529707
0.01483288214458417
0.014822401135570835
0.014957065344108348
0.01477307211083588
0.014828536584236635
0.014908975575373897
0.014870725007821188
0.014786982854572622
0.014890506683546391
0.014769322323383103
0.01485183044719444
0.014799917503285978
0.014804418124992145
0.014806320651681215
0.014857893187011797
0.014925513181977264
0.014792049172754425
0.014760543825109352
0.01475524347086041
0.014907372526257796
0.014966978170741399
0.014878324274499208
0.014856630318202092
0.014721098919869328
0.014756892446590173
0.014812457815732585
0.0150036920701789
0.014710424086379284
0.014829416306420538
0.014880075442571444
0.014903567210471189
0.014936093729428997
0.014798292621768332
0.01481312259411488
0.0149050720784483
0.014782293767867
0.014945672601030852
0.014867134343142912
0.014951934482296099
0.014863235917404717
0.014737821492246759
0.014729924369068342
0.014874732029964526
0.014918892105112262
0.01479537542406786
0.014870425844691329
0.014857670328313128
0.014806299655570886
0.014763686863551766
0.014776966079067921
0.014890370818365481
0.014868835125526315
0.014868449522842627
0.014930938082499135
0.01482029679178194
0.014926178551299334
0.014769705870695524
0.01486391594480639
0.01477581838145693
0.014900560209225642
0.014818662949379943
0.014835757089254964
0.014682991498779108
0.014836483684392348
0.014819356660130099
0.014703174566985328
0.014910525004492194
0.014887774048481826
0.014878358039269029
0.014742635731628118
0.014821907675998025
0.014894095552980857
0.014745625945644906
0.014932121226606124
0.01483091774233726
0.01489286024752646
0.014815532252947954
0.014808701555223024
0.014817776479304568
0.014873647280270262
0.014837389765669428
0.014716867178684628
0.014858913938025999
0.014889501891341812
0.014867136914928624
0.014831089357030381
0.01493958319097399
0.014874647771549955
0.014869359563206019
0.014706730898743267
0.01478026089681718
0.014735152665694081
0.01483315578337433
0.014826416899877178
0.01480032498342737
0.014868221491277847
